gene_id	tx_id(s)[RSEM]	tx_id(s)[tranquant]	tx_id_agreement	length[RSEM]	length[tranquant]	TPM[RSEM]	TPM[tranquant]	tpm_equality	tpm_difference
ENSMUSG00000042185	ENSMUST00000086167,ENSMUST00000128375,ENSMUST00000131540,ENSMUST00000132329,ENSMUST00000134528,ENSMUST00000143558,ENSMUST00000150179,ENSMUST00000152593	ENSMUST00000086167,ENSMUST00000132329,ENSMUST00000131540,ENSMUST00000152593,ENSMUST00000134528,ENSMUST00000150179,ENSMUST00000128375,ENSMUST00000143558	True	3795.30	35142	7.16	3.2552616046787257	False	3.9047383953212744
ENSMUSG00000050069	ENSMUST00000055294	ENSMUST00000055294	True	3745.00	88035	6.04	0.3043469921917529	False	5.7356530078082475
ENSMUSG00000000957	ENSMUST00000089688	ENSMUST00000089688	True	2597.00	13753	4.21	0.935885778519943	False	3.274114221480057
ENSMUSG00000082286	ENSMUST00000119128,ENSMUST00000132408,ENSMUST00000145164,ENSMUST00000152828	ENSMUST00000119128	False	884.22	4999	6.18	1.8391159820513783	False	4.340884017948621
ENSMUSG00000093677	ENSMUST00000176387	ENSMUST00000176387	True	1491.00	1491	1.75	2.026023170147756	False	0.2760231701477558
ENSMUSG00000022421	ENSMUST00000023057,ENSMUST00000125283,ENSMUST00000175858,ENSMUST00000177316	ENSMUST00000023057,ENSMUST00000125283	False	4583.53	18416	43.01	13.450567160545447	False	29.55943283945455
ENSMUSG00000026894	ENSMUST00000028256	ENSMUST00000028256	True	714.00	30261	0.49	0.013020635888165589	False	0.4769793641118344
ENSMUSG00000096699	ENSMUST00000091925	ENSMUST00000091925	True	438.00	438	0.55	29.986108265736593	False	29.436108265736593
ENSMUSG00000037852	ENSMUST00000048967	ENSMUST00000048967	True	2087.00	100513	156.78	3.812916259260562	False	152.96708374073944
ENSMUSG00000000823	ENSMUST00000108789,ENSMUST00000128553,ENSMUST00000131866,ENSMUST00000132538,ENSMUST00000133598,ENSMUST00000135561,ENSMUST00000140103,ENSMUST00000150552,ENSMUST00000153998,ENSMUST00000155947	ENSMUST00000108789,ENSMUST00000128553,ENSMUST00000155947,ENSMUST00000135561,ENSMUST00000140103,ENSMUST00000150552,ENSMUST00000132538,ENSMUST00000131866,ENSMUST00000133598,ENSMUST00000153998	True	3727.75	10701	18.66	17.686171498725145	False	0.9738285012748555
ENSMUSG00000081964	ENSMUST00000117877	ENSMUST00000117877	True	1304.00	1304	0.09	0.10072021027908458	False	0.010720210279084583
ENSMUSG00000004285	ENSMUST00000004396,ENSMUST00000143101,ENSMUST00000149646	ENSMUST00000004396,ENSMUST00000143101,ENSMUST00000149646	True	557.30	2795	9.69	6.249770128487368	False	3.4402298715126314
ENSMUSG00000026657	ENSMUST00000075767,ENSMUST00000091497,ENSMUST00000115037,ENSMUST00000115039,ENSMUST00000123919,ENSMUST00000132710,ENSMUST00000137809,ENSMUST00000138735,ENSMUST00000141746,ENSMUST00000142452,ENSMUST00000147156,ENSMUST00000153160,ENSMUST00000175669,ENSMUST00000175944,ENSMUST00000176803,ENSMUST00000176828,ENSMUST00000176864,ENSMUST00000176962,ENSMUST00000177457	ENSMUST00000138735,ENSMUST00000137809,ENSMUST00000177457,ENSMUST00000132710,ENSMUST00000091497,ENSMUST00000175669,ENSMUST00000147156,ENSMUST00000176803,ENSMUST00000175944,ENSMUST00000115037,ENSMUST00000141746,ENSMUST00000075767,ENSMUST00000176962,ENSMUST00000115039,ENSMUST00000123919,ENSMUST00000153160,ENSMUST00000176828,ENSMUST00000142452,ENSMUST00000176864	True	4072.66	596327	47.91	1.4734515486038144	False	46.436548451396185
ENSMUSG00000028998	ENSMUST00000030851	ENSMUST00000030851	True	1125.00	5218	2.65	0.6544304348988278	False	1.9955695651011722
ENSMUSG00000028358	ENSMUST00000030043,ENSMUST00000064814,ENSMUST00000107415,ENSMUST00000151324	ENSMUST00000030043,ENSMUST00000107415,ENSMUST00000064814	False	7287.63	174136	3.09	0.21043106550567048	False	2.8795689344943294
ENSMUSG00000051220	ENSMUST00000056904	ENSMUST00000056904	True	5302.00	15376	0.29	0.11958559826059886	False	0.17041440173940112
ENSMUSG00000025993	ENSMUST00000027137	ENSMUST00000027137	True	3380.00	18456	1.55	0.33446793712529993	False	1.2155320628747002
ENSMUSG00000038023	ENSMUST00000037865	ENSMUST00000037865	True	3019.00	34879	3.54	0.36149427459436695	False	3.1785057254056333
ENSMUSG00000064080	ENSMUST00000041544,ENSMUST00000113498,ENSMUST00000132021,ENSMUST00000134286,ENSMUST00000134974,ENSMUST00000137029,ENSMUST00000147371,ENSMUST00000153364	ENSMUST00000113498,ENSMUST00000041544,ENSMUST00000132021,ENSMUST00000134974,ENSMUST00000137029	False	3222.36	60086	2.31	0.36940913125292985	False	1.94059086874707
ENSMUSG00000089995	ENSMUST00000162457	ENSMUST00000162457	True	400.00	18669	0.94	0.021105440174180663	False	0.9188945598258192
ENSMUSG00000005892	ENSMUST00000006046	ENSMUST00000006046	True	1384.00	2590	0.25	0.15213029444470227	False	0.09786970555529773
ENSMUSG00000026806	ENSMUST00000113853,ENSMUST00000147071,ENSMUST00000147779,ENSMUST00000152685	ENSMUST00000147779,ENSMUST00000113853,ENSMUST00000147071,ENSMUST00000152685	True	1379.00	65166	1.65	0.06046365629496653	False	1.5895363437050334
ENSMUSG00000032369	ENSMUST00000093801	ENSMUST00000093801	True	1692.00	22529	0.20	0.017489345404224723	False	0.18251065459577528
ENSMUSG00000050050	ENSMUST00000060930,ENSMUST00000136004,ENSMUST00000150359,ENSMUST00000151180	ENSMUST00000060930,ENSMUST00000151180,ENSMUST00000150359	False	3414.86	67318	0.49	0.0780410316432017	False	0.4119589683567983
ENSMUSG00000085303	ENSMUST00000142212	ENSMUST00000142212	True	1685.00	47193	0.07	0.0027830219355397257	False	0.06721697806446028
ENSMUSG00000070348	ENSMUST00000093962,ENSMUST00000135985	ENSMUST00000093962,ENSMUST00000135985	True	2526.32	9995	8.58	3.0354521882047996	False	5.5445478117952005
ENSMUSG00000098058	ENSMUST00000183298	ENSMUST00000183298	True	745.00	745	0.74	1.0577650003000776	False	0.3177650003000776
ENSMUSG00000090122	ENSMUST00000134825	ENSMUST00000134825	True	1543.00	1543	1.47	1.7023869631098676	False	0.23238696310986762
ENSMUSG00000003382	ENSMUST00000117293,ENSMUST00000119109,ENSMUST00000136680,ENSMUST00000152010,ENSMUST00000170036	ENSMUST00000119109,ENSMUST00000136680,ENSMUST00000117293,ENSMUST00000152010,ENSMUST00000170036	True	4848.91	14750	1.51	1.7719655380733104	False	0.26196553807331036
ENSMUSG00000017778	ENSMUST00000017922,ENSMUST00000078764,ENSMUST00000131011,ENSMUST00000132233	ENSMUST00000078764,ENSMUST00000131011,ENSMUST00000132233,ENSMUST00000017922	True	367.47	2089	23.51	89.52941866270514	False	66.01941866270514
ENSMUSG00000022887	ENSMUST00000089883	ENSMUST00000089883	True	2752.00	71399	1.62	0.07358038863509364	False	1.5464196113649065
ENSMUSG00000034845	ENSMUST00000048452	ENSMUST00000048452	True	2015.00	13988	0.28	0.04694708114238143	False	0.23305291885761859
ENSMUSG00000026077	ENSMUST00000056815,ENSMUST00000172825,ENSMUST00000173050	ENSMUST00000173050,ENSMUST00000056815,ENSMUST00000172825	True	3748.06	169506	10.36	0.299086247818458	False	10.060913752181541
ENSMUSG00000024542	ENSMUST00000025425	ENSMUST00000025425	True	8091.00	85065	3.30	0.37364456965085713	False	2.9263554303491426
ENSMUSG00000031596	ENSMUST00000057784,ENSMUST00000098816,ENSMUST00000117077,ENSMUST00000118432,ENSMUST00000141505	ENSMUST00000098816,ENSMUST00000057784,ENSMUST00000117077,ENSMUST00000118432	False	7626.00	59913	2.54	1.0083956893129387	False	1.5316043106870614
ENSMUSG00000035818	ENSMUST00000039666,ENSMUST00000178590	ENSMUST00000039666,ENSMUST00000178590	True	2385.00	25113	0.05	0.01045985379715098	False	0.03954014620284902
ENSMUSG00000028645	ENSMUST00000030398,ENSMUST00000134105,ENSMUST00000144329,ENSMUST00000174372	ENSMUST00000030398,ENSMUST00000134105,ENSMUST00000144329,ENSMUST00000174372	True	2607.00	29273	3.90	0.6819783226521638	False	3.218021677347836
ENSMUSG00000039242	ENSMUST00000099747	ENSMUST00000099747	True	3681.00	44635	2.87	0.32367664304765076	False	2.5463233569523496
ENSMUSG00000034152	ENSMUST00000035934	ENSMUST00000035934	True	4596.00	39245	9.46	1.3152321977868016	False	8.144767802213199
ENSMUSG00000054942	ENSMUST00000068243,ENSMUST00000073089	ENSMUST00000073089,ENSMUST00000068243	True	5251.94	66559	4.92	0.9155992059769797	False	4.00440079402302
ENSMUSG00000055216	ENSMUST00000068663	ENSMUST00000068663	True	2115.00	2117	0.85	0.9926435839692114	False	0.1426435839692114
ENSMUSG00000070639	ENSMUST00000112707	ENSMUST00000112707	True	2841.00	74300	84.13	3.7916889066947763	False	80.33831109330522
ENSMUSG00000097712	ENSMUST00000181913	ENSMUST00000181913	True	2301.00	8162	0.59	0.6919362448871392	False	0.10193624488713926
ENSMUSG00000024846	ENSMUST00000025764	ENSMUST00000025764	True	3951.00	4870	0.11	0.10787610201554519	True	0.002123897984454809
ENSMUSG00000046750	ENSMUST00000056589,ENSMUST00000108316,ENSMUST00000156408	ENSMUST00000056589,ENSMUST00000156408	False	884.00	6535	0.66	0.14068463342425155	False	0.5193153665757485
ENSMUSG00000053469	ENSMUST00000065916,ENSMUST00000163495,ENSMUST00000166403,ENSMUST00000166906,ENSMUST00000167344,ENSMUST00000167512,ENSMUST00000171045,ENSMUST00000172153	ENSMUST00000065916,ENSMUST00000163495,ENSMUST00000171045,ENSMUST00000172153,ENSMUST00000166403	False	1856.50	179969	0.36	0.016055328375922398	False	0.3439446716240776
ENSMUSG00000001017	ENSMUST00000001043,ENSMUST00000049937,ENSMUST00000076639,ENSMUST00000107342,ENSMUST00000107343,ENSMUST00000107344,ENSMUST00000107346,ENSMUST00000131868,ENSMUST00000146740	ENSMUST00000107343,ENSMUST00000001043,ENSMUST00000107344,ENSMUST00000076639,ENSMUST00000049937,ENSMUST00000107346,ENSMUST00000107342,ENSMUST00000146740,ENSMUST00000131868	True	2758.55	10543	16.73	26.048579288666403	False	9.318579288666403
ENSMUSG00000050553	ENSMUST00000059657	ENSMUST00000059657	True	1848.00	1880	0.06	0.069861252236131	True	0.009861252236131005
ENSMUSG00000029202	ENSMUST00000031104	ENSMUST00000031104	True	4146.00	92553	17.99	0.955033880903292	False	17.034966119096705
ENSMUSG00000059409	ENSMUST00000002839	ENSMUST00000002839	True	2926.00	22121	11.14	1.781191910907187	False	9.358808089092813
ENSMUSG00000087350	ENSMUST00000131528	ENSMUST00000131528	True	730.00	730	0.64	0.7196665983776782	False	0.0796665983776782
ENSMUSG00000019790	ENSMUST00000038213,ENSMUST00000125200,ENSMUST00000128487,ENSMUST00000131828,ENSMUST00000136259,ENSMUST00000136324,ENSMUST00000139199,ENSMUST00000139779,ENSMUST00000141722,ENSMUST00000148009,ENSMUST00000151435	ENSMUST00000038213,ENSMUST00000141722,ENSMUST00000151435,ENSMUST00000136259,ENSMUST00000125200,ENSMUST00000131828,ENSMUST00000148009,ENSMUST00000139199,ENSMUST00000136324,ENSMUST00000128487,ENSMUST00000139779	True	4474.66	145533	30.66	3.18391386167709	False	27.47608613832291
ENSMUSG00000018442	ENSMUST00000018586,ENSMUST00000108523,ENSMUST00000131340,ENSMUST00000132198,ENSMUST00000140712,ENSMUST00000143850,ENSMUST00000171041	ENSMUST00000108523,ENSMUST00000143850,ENSMUST00000171041,ENSMUST00000018586,ENSMUST00000140712,ENSMUST00000132198,ENSMUST00000131340	True	2250.71	12678	4.77	1.7611339497292529	False	3.008866050270747
ENSMUSG00000028959	ENSMUST00000030800,ENSMUST00000115041,ENSMUST00000115043,ENSMUST00000123144,ENSMUST00000130577,ENSMUST00000131946,ENSMUST00000132109,ENSMUST00000132498,ENSMUST00000134958,ENSMUST00000139307,ENSMUST00000144389,ENSMUST00000144866,ENSMUST00000149085,ENSMUST00000149537,ENSMUST00000151900	ENSMUST00000115043,ENSMUST00000149537,ENSMUST00000132109,ENSMUST00000144389,ENSMUST00000030800,ENSMUST00000151900,ENSMUST00000149085,ENSMUST00000115041,ENSMUST00000144866,ENSMUST00000134958,ENSMUST00000132498,ENSMUST00000139307,ENSMUST00000123144,ENSMUST00000131946,ENSMUST00000130577	True	748.99	6848	8.60	7.460708379866723	False	1.1392916201332763
ENSMUSG00000031379	ENSMUST00000033749,ENSMUST00000123343,ENSMUST00000127685,ENSMUST00000129296,ENSMUST00000145412	ENSMUST00000145412,ENSMUST00000033749,ENSMUST00000127685,ENSMUST00000129296,ENSMUST00000123343	True	1599.00	103641	0.42	0.020276014967655857	False	0.39972398503234413
ENSMUSG00000029368	ENSMUST00000031314	ENSMUST00000031314	True	2043.00	15706	0.27	0.041811777092807305	False	0.2281882229071927
ENSMUSG00000022779	ENSMUST00000023465,ENSMUST00000118424,ENSMUST00000119787,ENSMUST00000124185,ENSMUST00000124960,ENSMUST00000125202,ENSMUST00000128407,ENSMUST00000128497,ENSMUST00000129969,ENSMUST00000130650,ENSMUST00000131063,ENSMUST00000135597,ENSMUST00000138618,ENSMUST00000139740,ENSMUST00000144513,ENSMUST00000147531,ENSMUST00000150424,ENSMUST00000151271,ENSMUST00000156502,ENSMUST00000156951	ENSMUST00000023465	False	1283.56	22255	14.19	0.8085133285076568	False	13.381486671492343
ENSMUSG00000045316	ENSMUST00000049642	ENSMUST00000049642	True	1407.00	1473	3.55	3.9232333910202013	False	0.3732333910202015
ENSMUSG00000051341	ENSMUST00000079242	ENSMUST00000079242	True	2175.00	27063	4.58	0.43192494269480247	False	4.148075057305197
ENSMUSG00000087366	ENSMUST00000124166,ENSMUST00000125438,ENSMUST00000125917,ENSMUST00000128094,ENSMUST00000130684,ENSMUST00000133772,ENSMUST00000142292,ENSMUST00000143242	ENSMUST00000124166,ENSMUST00000143242,ENSMUST00000130684,ENSMUST00000125438,ENSMUST00000128094	False	559.00	115785	0.43	0.011343365220358967	False	0.41865663477964105
ENSMUSG00000020513	ENSMUST00000020821,ENSMUST00000069503,ENSMUST00000108030,ENSMUST00000164931,ENSMUST00000167178	ENSMUST00000108030,ENSMUST00000020821,ENSMUST00000069503,ENSMUST00000164931,ENSMUST00000167178	True	1027.67	22370	1.34	0.3346594452223423	False	1.0053405547776577
ENSMUSG00000005611	ENSMUST00000005751,ENSMUST00000125758,ENSMUST00000127935,ENSMUST00000135590,ENSMUST00000142368,ENSMUST00000149923,ENSMUST00000154466	ENSMUST00000127935,ENSMUST00000005751,ENSMUST00000125758,ENSMUST00000149923	False	1945.75	114196	0.58	0.029903131539651854	False	0.5500968684603481
ENSMUSG00000090625	ENSMUST00000168292	ENSMUST00000168292	True	1484.00	16394	222.91	66.70304976832318	False	156.2069502316768
ENSMUSG00000037296	ENSMUST00000038421	ENSMUST00000038421	True	2360.00	18688	6.49	0.962835195095136	False	5.5271648049048645
ENSMUSG00000085861	ENSMUST00000136906	ENSMUST00000136906	True	863.00	5361	0.40	0.0734970085080729	False	0.32650299149192713
ENSMUSG00000041064	ENSMUST00000047099,ENSMUST00000131483,ENSMUST00000134538,ENSMUST00000136205,ENSMUST00000141046,ENSMUST00000152529,ENSMUST00000152885,ENSMUST00000154970	ENSMUST00000134538,ENSMUST00000154970,ENSMUST00000152885,ENSMUST00000047099,ENSMUST00000152529,ENSMUST00000131483	False	2875.60	8808	0.27	0.34296100666329526	False	0.07296100666329525
ENSMUSG00000030839	ENSMUST00000033127,ENSMUST00000124962,ENSMUST00000125825,ENSMUST00000135035,ENSMUST00000137988,ENSMUST00000156147	ENSMUST00000033127,ENSMUST00000156147,ENSMUST00000125825,ENSMUST00000135035,ENSMUST00000137988	False	760.56	196654	7.23	0.05877249163477739	False	7.171227508365223
ENSMUSG00000025024	ENSMUST00000025997	ENSMUST00000025997	True	2125.00	11189	3.01	0.669079612979158	False	2.3409203870208417
ENSMUSG00000020780	ENSMUST00000021133,ENSMUST00000106425,ENSMUST00000127205,ENSMUST00000128808	ENSMUST00000021133,ENSMUST00000106425,ENSMUST00000127205,ENSMUST00000128808	True	2190.85	29052	6.70	1.5958530026843583	False	5.104146997315642
ENSMUSG00000027130	ENSMUST00000028549,ENSMUST00000053666,ENSMUST00000110987,ENSMUST00000110991,ENSMUST00000132752,ENSMUST00000133840,ENSMUST00000137896,ENSMUST00000156470	ENSMUST00000110991,ENSMUST00000110987,ENSMUST00000028549,ENSMUST00000053666,ENSMUST00000133840,ENSMUST00000132752,ENSMUST00000156470,ENSMUST00000137896	True	4661.52	97339	23.71	4.498553920996622	False	19.21144607900338
ENSMUSG00000022225	ENSMUST00000022834	ENSMUST00000022834	True	1074.00	3225	0.75	0.28507723393100276	False	0.46492276606899724
ENSMUSG00000040524	ENSMUST00000159109,ENSMUST00000159878,ENSMUST00000160747	ENSMUST00000159109,ENSMUST00000159878,ENSMUST00000160747	True	7777.00	135174	10.20	0.7355241372776732	False	9.464475862722326
ENSMUSG00000042631	ENSMUST00000037235	ENSMUST00000037235	True	2711.00	23924	0.62	0.08234773921831191	False	0.537652260781688
ENSMUSG00000067916	ENSMUST00000084149,ENSMUST00000151022	ENSMUST00000084149,ENSMUST00000151022	True	2813.00	48542	1.21	0.6872429065097704	False	0.5227570934902296
ENSMUSG00000031819	ENSMUST00000034277,ENSMUST00000180417,ENSMUST00000180909,ENSMUST00000181111,ENSMUST00000181334,ENSMUST00000181402,ENSMUST00000181836,ENSMUST00000181950	ENSMUST00000034277,ENSMUST00000181402,ENSMUST00000181950,ENSMUST00000180417,ENSMUST00000181111,ENSMUST00000181836,ENSMUST00000181334,ENSMUST00000180909	True	1787.89	14660	17.88	6.86260519237432	False	11.017394807625678
ENSMUSG00000019971	ENSMUST00000164751	ENSMUST00000164751	True	8006.00	87283	4.77	0.5371959952201653	False	4.232804004779834
ENSMUSG00000084842	ENSMUST00000124538	ENSMUST00000124538	True	690.00	690	5.98	6.662131010344087	False	0.6821310103440865
ENSMUSG00000071035	ENSMUST00000090731	ENSMUST00000090731	True	1968.00	885	0.20	25.674207544948302	False	25.474207544948303
ENSMUSG00000039133	ENSMUST00000035939	ENSMUST00000035939	True	1987.00	2075	0.95	1.1393276027328545	False	0.18932760273285454
ENSMUSG00000047613	ENSMUST00000058393,ENSMUST00000105645,ENSMUST00000128457,ENSMUST00000133524,ENSMUST00000139967,ENSMUST00000141493,ENSMUST00000147826	ENSMUST00000058393,ENSMUST00000141493,ENSMUST00000147826,ENSMUST00000133524,ENSMUST00000128457,ENSMUST00000105645	False	976.90	4689	2.95	2.688965409165477	False	0.2610345908345231
ENSMUSG00000028693	ENSMUST00000030456,ENSMUST00000030457,ENSMUST00000081182,ENSMUST00000130363,ENSMUST00000134038,ENSMUST00000148436,ENSMUST00000154811,ENSMUST00000155398	ENSMUST00000030456,ENSMUST00000030457,ENSMUST00000081182,ENSMUST00000134038,ENSMUST00000148436,ENSMUST00000154811,ENSMUST00000155398,ENSMUST00000130363	True	1964.73	26890	43.15	10.276592801973257	False	32.87340719802674
ENSMUSG00000042699	ENSMUST00000042141	ENSMUST00000042141	True	4616.00	31903	19.23	3.301695817683255	False	15.928304182316745
ENSMUSG00000035953	ENSMUST00000049312,ENSMUST00000159047,ENSMUST00000159745,ENSMUST00000160538,ENSMUST00000160835,ENSMUST00000161166,ENSMUST00000161669,ENSMUST00000162935,ENSMUST00000162957,ENSMUST00000163043,ENSMUST00000163088	ENSMUST00000160835,ENSMUST00000162957,ENSMUST00000161166,ENSMUST00000049312,ENSMUST00000159745,ENSMUST00000161669,ENSMUST00000160538,ENSMUST00000163088,ENSMUST00000159047,ENSMUST00000162935,ENSMUST00000163043	True	2208.92	4789	7.22	16.345403195978296	False	9.125403195978297
ENSMUSG00000015342	ENSMUST00000015486	ENSMUST00000015486	True	5076.00	40495	16.84	2.5071037461324863	False	14.332896253867514
ENSMUSG00000020393	ENSMUST00000020662,ENSMUST00000151978	ENSMUST00000020662,ENSMUST00000151978	True	3851.00	70007	2.36	0.17635208615094305	False	2.183647913849057
ENSMUSG00000025384	ENSMUST00000026448,ENSMUST00000129203,ENSMUST00000134771,ENSMUST00000135635,ENSMUST00000148520,ENSMUST00000152346,ENSMUST00000153015,ENSMUST00000154826	ENSMUST00000135635,ENSMUST00000026448,ENSMUST00000129203,ENSMUST00000134771,ENSMUST00000154826,ENSMUST00000148520,ENSMUST00000153015	False	1969.91	9710	7.92	5.599836234853293	False	2.320163765146707
ENSMUSG00000030744	ENSMUST00000032998,ENSMUST00000107096,ENSMUST00000128174,ENSMUST00000128725	ENSMUST00000032998,ENSMUST00000107096,ENSMUST00000128725,ENSMUST00000128174	True	1517.83	5843	48.68	43.090391683882714	False	5.589608316117285
ENSMUSG00000038903	ENSMUST00000043929,ENSMUST00000080050,ENSMUST00000135428,ENSMUST00000151773	ENSMUST00000151773,ENSMUST00000043929,ENSMUST00000080050	False	1618.00	44059	0.56	0.044714753241310384	False	0.5152852467586897
ENSMUSG00000019194	ENSMUST00000098548	ENSMUST00000098548	True	1514.00	10480	3.51	0.5890210159908907	False	2.920978984009109
ENSMUSG00000029723	ENSMUST00000031738,ENSMUST00000100539,ENSMUST00000100540,ENSMUST00000110983,ENSMUST00000110985,ENSMUST00000129349,ENSMUST00000129399,ENSMUST00000138698,ENSMUST00000141733	ENSMUST00000100540,ENSMUST00000129349,ENSMUST00000100539,ENSMUST00000129399,ENSMUST00000141733,ENSMUST00000110985,ENSMUST00000110983,ENSMUST00000031738,ENSMUST00000138698	True	1909.41	22721	2.53	0.4797830112638476	False	2.0502169887361523
ENSMUSG00000063796	ENSMUST00000010251,ENSMUST00000170817	ENSMUST00000010251,ENSMUST00000170817	True	3419.33	20582	10.27	4.020195663612553	False	6.249804336387447
ENSMUSG00000048175	ENSMUST00000059112,ENSMUST00000123626,ENSMUST00000123922,ENSMUST00000143400	ENSMUST00000143400,ENSMUST00000059112,ENSMUST00000123626,ENSMUST00000123922	True	1362.01	30989	26.94	4.496784104371415	False	22.443215895628587
ENSMUSG00000074629	ENSMUST00000099141	ENSMUST00000099141	True	1331.00	1597	3.76	3.6186116374281503	False	0.1413883625718495
